Michael.,hello from tx,5
Sarah Jenkins.,sick of fake ai tools. hope this is the real deal,10
David R.,ready for the gold rush!!,15
Chris.,my fb ad costs are bleeding my agency dry rn. need a new angle,20
Amanda.,hi barry and itamar,25
John Davies.,excited to see whats new for 2026,30
Paul.,sound and video are perfect,35
Mark.,lets do this,40
Greg H.,ready to roll,45
Emily.,hello from london,50
Jason.,is there a replay? my boss keeps interrupting me,60
Sarah.,usually they send a replay,65
Amanda C.,I remember the 2024 launch. changed everything for my agency,75
Jason.,always love itamar intros,80
Kevin.,2026 is gonna be a huge shift. adapt or die,85
Emily.,the meta buyout was huge news. congrats to the umbrella team,95
Marcus P.,im learning that pushing old school methods is getting way too expensive,100
Chris.,focus guys turn off ur phones,141
Cole.,email client closed. im focused,145
Blake.,all distractions removed,147
Tyler.,ready,150
Kevin.,im literally taking notes already,151
Samantha T.,im ready,152
Brian.,ready to go,153
Marcus.,ready here,154
Cole.,ready,155
Blake.,lets do it,156
Megan.,ready,157
Justin.,rdy,158
Scott M.,born ready,159
Linda.,ready,160
Richard.,ready,161
Alex.,Ready,162
Tony.,ready,163
Paul F.,im ready,164
Sarah.,ready,165
Chris.,ready,166
David.,ready,167
Jason W.,ready,168
Richard.,4.9 google ranking is insane social proof,210
Alex.,okay lets get into the meat of this,281
Marcus.,Ready,283
Cole.,ready,284
Blake.,ready,285
Justin.,im ready,286
Scott.,ready,287
Linda S.,ready,288
Richard.,ready,289
Alex.,lets go,290
Tony.,ready,291
Sarah.,ready,292
Chris.,ready,293
Paul F.,the legal industry needs this bad. lawyers hate answering phones,326
Sarah.,my wife is a lawyer she works 80 hrs a week just returning calls,330
Chris.,15 times more powerful than a lawyer? im listening,336
Samantha.,getting paid for output instead of hourly is the dream,340
David.,that phone ringing is giving me anxiety haha,387
Jason W.,wait is that the AI talking?? no way,399
Kevin.,Dr. Spock in Beverly Hills. I love this,402
Emily.,Classic Hollywood Nose package. hilarious,421
Cole.,the latency is zero. it actually breathes.,425
Blake.,it handles his interruptions perfectly. my mind is blown,430
Justin.,usually bots break when u talk over them. this is a paradigm shift,435
Scott.,i still think older customers might get confused and hang up,440
Linda S.,scott just position it as a 24/7 automated receptionist,445
Brian.,Galactic Commander lmaoo im dying,455
Jessica.,what if the AI hallucinates and promises a client a free service?,465
Marcus.,jessica usually u can put hard guardrails in the prompt to stop that,470
Richard.,it even sent him a text with the address while on the call. game over.,485
Tony.,incredible demo. im sold.,490
Sarah.,im sold just on the voice quality alone,495
Chris.,this just made my entire front desk obsolete,500
David M.,okay that was very impressive,505
Brian.,PURE GREED RIGHT NOW,513
Jessica.,wow,514
Marcus.,shut up and take my money,515
Cole.,wow,516
Blake T.,wow that was crazy,517
Justin.,WOW,518
Scott.,wow,519
Linda.,wow,520
Richard.,this changes the whole industry,521
Alex.,unbelievable,522
Tony.,wow,523
Sarah.,Wow,524
Chris.,WOW,525
David.,wow,526
Amanda.,charging per min is brilliant. recurring revenue machine.,610
Jason.,34.8 percent growth. numbers speak for themselves,723
Kevin.,20x growth,733
Emily.,the market is massive. literally every local biz needs this,745
Alex.,yes,793
Tony D.,yes,794
Sarah.,Yes,795
Chris.,yes,796
David.,yes,797
Amanda.,yes absolutely,798
Jason.,Yes,799
Kevin.,yes,800
Emily.,yes,801
Brian.,yes,802
Jessica P.,yes,803
Marcus.,yes,804
Cole.,yes,805
Blake.,yes,806
Justin.,yes,807
Scott.,yes,808
Cole.,outbound calls too?? list reactivation on steroids.,959
Brian.,multilingual? finally. tapping into the spanish market.,965
Jessica.,does it speak spanish natively?,967
Marcus.,and french?,969
Blake.,this solves the staffing issue completely. fire the lazy receptionists.,971
Justin.,no more sick days. no more attitude.,973
Scott.,what about privacy laws? is it legal to record?,975
Linda.,usually u just have to add a line saying the call is recorded,978
Richard.,HIPAA,981
Alex.,hipaa,982
Tony.,HIPAA,983
Sarah.,hyper HIPAA,984
Chris L.,HIPAA,985
David.,hipaa,986
Jay Thompson.,HIPAA,987
Amanda.,hipaa,988
Jason.,hyper HIPAA,989
Tyler.,HIPAA,990
Samantha.,hipaa,991
Josh.,HIPAA,992
Kevin.,hipaa,993
Emily.,HIPAA,994
Kevin.,they build it for us? thank god. im a marketer not a dev.,1019
Emily.,i was worried about the tech setup. im not a coder,1025
Brian.,done for u is exactly what I needed to hear,1030
Jessica K.,watching this google sheet roofing demo closely,1078
Marcus.,connecting it directly to sheets means 0 manual data entry. frictionless.,1090
Blake.,thats ana sami in san diego. bot got the location right,1119
Justin.,roof replacement on a commercial property. captured perfectly,1215
Scott.,setting up the thurs 10am appt right on the call. booked revenue.,1220
Cole.,it just updated the sheet in real time,1245
Linda.,im gonna reactivate my entire dead email list with this voice bot,1342
Richard.,carpet cleaners are a great niche for this,1369
Alex.,jane the carpet cleaner. easy pitch,1412
Tony.,car dealerships have massive dead lists,1445
Sarah.,josh from toyota valley. love the personalization,1466
Chris.,my brother is an optician too barry. he needs this badly,1491
David.,you can clone the owner voice?? thats the ultimate contrarian play,1687
Amanda.,cloning the pilates instructor voice is crazy personalization,1698
Jason.,wedding planners. never even thought of that niche,1917
Kevin.,RSVP management via the bride or groom voice bot. huge value add,1945
Richard.,OMG,1998
Alex.,omg,1999
Tony.,omg,2000
Sarah.,omg,2001
Chris.,OMG,2002
David.,omg,2003
Amanda.,omg,2004
Jason.,omg,2005
Kevin.,OMG,2006
Emily.,omg,2007
Brian.,OMG,2008
Chris.,yes,2078
David.,yes,2079
Amanda.,Yes,2080
Jason.,yes,2081
Kevin.,Yes,2082
Emily.,yes,2083
Brian.,yes,2084
Jessica.,yes,2085
Marcus.,Yes,2086
Cole.,yes,2087
Blake.,yes,2088
Emily.,plumbers always miss calls when theyre working under a sink,2155
Jessica.,a basketball sized hole in the roof. bot showed real empathy,2225
Brian.,emergency services need to answer immediately. this is perfect,2275
Cole.,class action lawsuits. itamar is a genius,2345
Justin.,george sink pa injury lawyers. im taking notes on this pitch,2438
Blake.,im sorry u have been dealing with back pain. the empathy is what sells it,2452
Marcus.,PI lawyers pay $200 a click. they will literally throw money at us for this,2587
Scott.,recruiters. wow,2621
Linda.,filtering resumes via phone call saves HR hundreds of hours,2675
Alex.,full stack engineer for hobos lol,2746
Tony.,the bot asked about ruby and react and mongodb. it understands context,2792
Sarah.,he mentioned langchain and the bot followed up perfectly,2845
Richard.,linkedin is the absolute spot for this,2866
Chris.,984000 recruiters on linkedin. thats a goldmine,2926
David.,real estate demo. lets see it,2944
Kevin.,a million realtors in the US. massive hungry market,3006
Amanda.,sothebys LA. luxury market,3040
Jason.,5 jacuzzis. the bot didnt even hesitate. just rolled with it,3117
Emily.,medical and dental is the holy grail,3200
Brian.,half a billion to 9x growth in healthcare ai,3275
Jessica.,it handles triage and test results??,3356
Marcus.,i agree with barry getting past bad receptionists at dentists is a nightmare,3365
Cole.,im ready to buy. how do we pull this off?,3474
Blake.,dont tell me i have to learn coding,3480
Justin.,he just said they do it all for us,3488
Scott.,eu market is 32 mil businesses,3513
Linda.,the anticipation is real rn. drop the link.,3536
Blake.,im waiting for the price drop,3795
Justin.,give us the link guys,3895
Scott.,okay here comes the offer,3945
Linda.,lets see the pricing,3955
Richard.,umbrella always delivers,3957
Alex.,im ready. card in hand.,3959
Tony.,give me the link im buying right now,3963
Sarah.,395? thats literally nothing. I spend that on coffee.,3965
Chris.,buying rn,3967
David.,LINK PLS,3969
Amanda.,im in,3975
Jason.,IN,3977
Kevin.,processing,3979
Emily.,got it,3981
Brian.,just slammed my amex for the single pay,3983
Jessica.,loading for me,3985
Marcus.,im in page is loading,3987
Cole.,purchased,3990
Blake.,im in,3993
Justin.,lets gooo,3995
Scott.,buying right now,4000
Linda.,got it,4005
Richard.,im in,4010
Alex.,secured,4015
Tony.,got the single pay. saves money,4020
Sarah.,done,4025
Chris.,payment went through. my agency is saved. literally.,4030
David.,in,4035
Amanda.,im in,4040
Jason.,got it,4045
Kevin.,boom,4050
Emily.,got it,4055
Brian.,see u inside,4060
Jessica.,paid,4065
Marcus.,just signed up,4070
Cole.,yes,4075
Blake.,upgraded my license,4080
Justin.,done,4085
Scott.,im in,4090
Linda.,yay,4095
Richard.,finally in,4100
Alex.,im in,4105
Tony.,single pay is def the best deal,4110
Sarah.,agreed,4115
Chris.,got it,4120
David.,excited,4125
Amanda.,in,4130
Jason.,payment success,4135
Kevin.,joining now,4140
Emily.,lets crush it,4145
Brian.,secured my spot,4150
Jessica.,In,4155
Marcus.,im in,4160
Cole.,who else got single pay?,4165
Blake.,me,4170
Justin.,bought it,4175
Scott.,me too,4180
Linda.,link is a little slow but payment went thru,4185
Richard.,high traffic,4190
Alex.,everyone is buying,4195
Tony.,im in from china,4200
Sarah.,welcome lin,4205
Chris.,international crowd nice,4210
David.,just got it,4215
Amanda.,in,4220
Jason.,paid,4225
Kevin.,in,4230
Emily.,im in,4235
Brian.,got the confirmation email,4240
Jessica.,bought it,4245
Marcus.,me too,4250
Cole.,just joined so excited for this,4255
Blake.,best investment of the year. worries are gone,4260
Justin.,im in,4265
Scott.,lets build some bots,4270
Linda.,cant wait,4275
Richard.,does this integrate with GoHighLevel? that was my only holdup,4285
Alex.,ghl integration is key for my agency,4295
Tony.,yes michael they said it syncs with GHL perfectly. sold me,4305
Sarah.,zapier too?,4315
Chris.,yes zapier works,4325
David.,perfect thx,4335
Amanda.,thanks for the shoutout barry,4345
Jason.,congrats jay,4355
Kevin.,what happens after we buy?,4365
Emily.,just check your email,4375
Brian.,onboarding is inside the portal,4385
Jessica.,im going after recruiters on linkedin tomorrow morning,4395
Marcus.,im emailing my entire list about this tonight,4405
Cole.,time is money. lets execute,4415
Blake.,action takers win,4425
Justin.,facts,4435
Scott.,just do it,4445
Linda.,i charge my clients 2000 for setup. ROI on this is absurd,4455
Richard.,outsourcing it to them for sure,4465
Alex.,work smart not hard,4475
Tony.,exactly,4485
Sarah.,itamar is right the market is primed rn,4495
Chris.,everyone knows what ai is now,4505
David.,much easier sell than back in 2024,4515
Amanda.,so much easier,4525
Jason.,clients are actually asking me for ai solutions now,4535
Kevin.,same,4545
Emily.,do we need a twilio account?,4555
Brian.,i think they provide the routing,4565
Jessica.,single pay option is def the way to go guys,4575
Marcus.,saves money in the long run,4585
Cole.,yep,4595
Blake.,can we send sms links during the active call?,4605
Justin.,yes the dr spock demo showed that,4615
Scott.,what exactly makes it HIPAA compliant technically?,4625
Linda.,its about data encryption and not storing patient info improperly,4635
Richard.,and having a BAA agreement,4645
Alex.,wait so it speaks french and german automatically?,4655
Tony.,yes multiple languages. opens up the global market,4665
Sarah.,PI attorneys have high ticket leads. thats my target,4675
Chris.,big budgets in law,4685
David.,love the idea of smaller deals. 1000 a month x 10 clients,4695
Amanda.,life changing money,4705
Jason.,thats 10k a month passive,4715
Kevin.,the dream,4725
Emily.,totally doable with this tool,4735
Brian.,im on the gravy train,4745
Jessica.,all aboard,4755
Marcus.,welcome alina,4765
Cole.,got it,4775
Blake.,nice jabari,4785
Justin.,lets gooo,4795
Scott.,im in,4805
Linda.,welcome eddie,4815
Richard.,community grows,4825
Alex.,joined,4835
Tony.,hi noah,4845
Sarah.,welcome,4855
Chris.,secured my spot,4865
David.,congrats sariah,4875
Amanda.,smart choice,4885
Jason.,im in,4895
Kevin.,welcome iim,4905
Emily.,lets go,4915
Brian.,bought it,4925
Jessica.,welcome mika,4935
Marcus.,smart move,4945
Cole.,joined from ireland,4955
Blake.,hello ireland,4965
Justin.,global takeover,4975
Scott.,im in,4985
Linda.,welcome zad,4995
Richard.,nice,5005
Alex.,in,5015
Tony.,welcome mary,5025
Sarah.,lets get to work,5035
Chris.,just bought,5045
David.,welcome chris,5055
Amanda.,congrats,5065
Jason.,in,5075
Kevin.,welcome amira,5085
Emily.,awesome,5095
Brian.,im on the gravy train,5105
Jessica.,welcome tom,5115
Marcus.,gravy train,5125
Cole.,anyone else having trouble with the checkout link?,5135
Blake.,just refresh your page its getting hammered,5145
Justin.,works for me now,5155
Scott.,dont wait guys. if u dont buy this ur competitors will.,5165
Linda.,very true,5175
Richard.,first movers win the market,5185
Alex.,still loading for me,5195
Tony.,page is refreshing now finally got in,5205
Sarah.,nice andrew,5215
Chris.,persistence pays off,5225
David.,welcome to the club,5235
Amanda.,can i upgrade to the higher tier later?,5245
Jason.,im just gonna outsource the bot building,5255
Kevin.,my time is better spent selling the service,5265
Emily.,sales over dev every time,5275
Brian.,100 percent,5285
Jessica.,glad we got the zapier confirmation,5295
Marcus.,that is huge for me,5305
Cole.,connects to literally everything,5315
Blake.,endless possibilities,5325
Justin.,virtual standing ovation for itamar. VSO,6795
Scott.,VSO,6800
Linda.,vso,6805
Richard.,vso,6810
Alex.,vso,6815
Tony.,VSO,6820
Sarah.,VSO,6825
Chris.,VSO. thanks guys,6830
David.,VSO. lets go crush 2026,6835
Amanda.,VSO,6840
Jason.,vso,6845
Kevin.,VSO,6850
Emily.,vso,6855
Brian.,VSO,6860
Jessica.,VSO,6865
Marcus.,vso,6870
Cole.,VSO,6875
Blake.,amazing presentation,6880
Justin.,best one yet,6885
Scott.,learned so much today. any doubts i had are gone,6890
Linda.,excited to start,6895
Richard.,lets get to work,6900
Alex.,see you all in the facebook group,6905
Tony.,bye everyone,6910
Sarah.,thank you barry and itamar. VSO,6915
Chris.,thanks,6920
David.,thank u,6925
Amanda.,cheers,6930
Jason.,thx,6935
Kevin.,best webinar of the year. lets go to work,6940
Emily.,absolutely,6945
Brian.,time to execute,6950
Jessica.,so excited to start. thanks guys,6955